,start_latitude,start_longitude,end_latitude,end_longitude,start_suburb,end_suburb
0,33.2434317486804,126.422025484805,33.2448817599221,126.419089287441,중문관광로,월평동
1,33.2445118299829,126.42706892425,33.249504775292,126.430786666395,천제연로178번길,중문관광로
2,33.2446008832225,126.562080064702,33.2448713768605,126.564407292513,서귀동,서귀동
3,33.2446008832225,126.562080064702,33.2476070087314,126.56194314691,서귀동,서귀동
4,33.2448713768605,126.564407292513,33.2446008832225,126.562080064702,서귀동,서귀동
5,33.2448713768605,126.564407292513,33.2451502245644,126.565256479719,서귀동,서귀동
6,33.2448817599221,126.419089287441,33.2434317486804,126.422025484805,월평동,중문관광로
7,33.2448817599221,126.419089287441,33.2458601630744,126.417640987034,월평동,중문관광로
8,33.2451502245644,126.565256479719,33.2448713768605,126.564407292513,서귀동,서귀동
9,33.2451502245644,126.565256479719,33.2453748836718,126.565805394195,서귀동,서귀동
10,33.2453748836718,126.565805394195,33.2451502245644,126.565256479719,서귀동,서귀동
11,33.2453748836718,126.565805394195,33.2455654004832,126.56622823987,서귀동,서귀동
12,33.2455654004832,126.56622823987,33.2453748836718,126.565805394195,서귀동,서귀동
13,33.2455654004832,126.56622823987,33.2460808686345,126.56720431031,서귀동,서귀동
14,33.2458601630744,126.417640987034,33.2448817599221,126.419089287441,중문관광로,월평동
15,33.2458601630744,126.417640987034,33.2461504858452,126.417211228734,중문관광로,중문관광로
16,33.2460808686345,126.56720431031,33.2455654004832,126.56622823987,서귀동,서귀동
17,33.2460808686345,126.56720431031,33.2469121812391,126.568186082063,서귀동,서귀동
18,33.2461504858452,126.417211228734,33.2458601630744,126.417640987034,중문관광로,중문관광로
19,33.2461504858452,126.417211228734,33.2495274323645,126.41516769304,중문관광로,중문관광로
20,33.2469121812391,126.568186082063,33.2460808686345,126.56720431031,서귀동,서귀동
21,33.2469121812391,126.568186082063,33.2473878901589,126.568641655676,서귀동,서귀동
22,33.2469121812391,126.568186082063,33.2486330494679,126.567766213854,서귀동,서귀동
23,33.2469959405606,126.524357871654,33.2470525173768,126.523502732341,서호동,법환동
24,33.2469959405606,126.524357871654,33.2551060760495,126.540831571908,서호동,호근동
25,33.2470525173768,126.523502732341,33.2469959405606,126.524357871654,법환동,서호동
26,33.2473878901589,126.568641655676,33.2469121812391,126.568186082063,서귀동,서귀동
27,33.2473878901589,126.568641655676,33.2485052332214,126.569797099798,서귀동,서귀동
28,33.2476070087314,126.56194314691,33.2446008832225,126.562080064702,서귀동,서귀동
29,33.2476070087314,126.56194314691,33.248490656346,126.566092112905,서귀동,서귀동
30,33.2476070087314,126.56194314691,33.2527117372472,126.561123952865,서귀동,서귀동
31,33.248490656346,126.566092112905,33.2476070087314,126.56194314691,서귀동,서귀동
32,33.248490656346,126.566092112905,33.2486330494679,126.567766213854,서귀동,서귀동
33,33.2485052332214,126.569797099798,33.2473878901589,126.568641655676,서귀동,서귀동
34,33.2485052332214,126.569797099798,33.2486330494679,126.567766213854,서귀동,서귀동
35,33.2485052332214,126.569797099798,33.2495513278977,126.571265834882,서귀동,서귀동
36,33.2486330494679,126.567766213854,33.2469121812391,126.568186082063,서귀동,서귀동
37,33.2486330494679,126.567766213854,33.248490656346,126.566092112905,서귀동,서귀동
38,33.2486330494679,126.567766213854,33.2485052332214,126.569797099798,서귀동,서귀동
39,33.2486330494679,126.567766213854,33.2520185079135,126.567805216454,서귀동,서귀동
40,33.2486330494679,126.567766213854,33.2527117372472,126.561123952865,서귀동,서귀동
41,33.2487163730248,126.510996270448,33.2490290745359,126.509864069845,일주동로,일주동로
42,33.2490290745359,126.509864069845,33.2487163730248,126.510996270448,일주동로,일주동로
43,33.2490290745359,126.509864069845,33.2495827339009,126.507873746275,일주동로,일주동로
44,33.2490290745359,126.509864069845,33.2510453401405,126.51057382497,일주동로,서호동
45,33.249504775292,126.430786666395,33.2445118299829,126.42706892425,중문관광로,천제연로178번길
46,33.2495274323645,126.41516769304,33.2461504858452,126.417211228734,중문관광로,중문관광로
47,33.2495274323645,126.41516769304,33.2510025792305,126.412163318093,중문관광로,중문관광로
48,33.2495513278977,126.571265834882,33.2485052332214,126.569797099798,서귀동,서귀동
49,33.2495513278977,126.571265834882,33.2506707173365,126.572365894008,서귀동,태평로
50,33.2495827339009,126.507873746275,33.2490290745359,126.509864069845,일주동로,일주동로
51,33.2495827339009,126.507873746275,33.2499486996761,126.505663685199,일주동로,강정동
52,33.2499486996761,126.505663685199,33.2495827339009,126.507873746275,강정동,일주동로
53,33.2499486996761,126.505663685199,33.252183260053,126.506068768421,강정동,신서귀로97번길
54,33.2504408798414,126.479772516194,33.2505756694444,126.47897307994,강정동,도순동
55,33.2504408798414,126.479772516194,33.2506042519874,126.489259253852,강정동,강정동
56,33.2505756694444,126.47897307994,33.2504408798414,126.479772516194,도순동,강정동
57,33.2505756694444,126.47897307994,33.2511516704198,126.478039080718,도순동,도순동
58,33.2506042519874,126.489259253852,33.2504408798414,126.479772516194,강정동,강정동
59,33.2506042519874,126.489259253852,33.2506235369829,126.489733278303,강정동,강정동
60,33.2506112093179,126.303780415662,33.2506395221982,126.308214794518,화순리,덕수리
61,33.2506235369829,126.489733278303,33.2506042519874,126.489259253852,강정동,강정동
62,33.2506395221982,126.308214794518,33.2506112093179,126.303780415662,덕수리,화순리
63,33.2506707173365,126.572365894008,33.2495513278977,126.571265834882,태평로,서귀동
64,33.2506707173365,126.572365894008,33.2542158776929,126.576890076482,태평로,정방연로
65,33.2510025792305,126.412163318093,33.2495274323645,126.41516769304,중문관광로,중문관광로
66,33.2510025792305,126.412163318093,33.2518121079499,126.412606529971,중문관광로,중문관광로
67,33.2510453401405,126.51057382497,33.2490290745359,126.509864069845,서호동,일주동로
68,33.2510453401405,126.51057382497,33.2514261454919,126.509066205085,서호동,김정문화로41번길
69,33.2510453401405,126.51057382497,33.2519471764356,126.510893698586,서호동,서호동
70,33.2510915391162,126.435438952264,33.2510951783676,126.435137606044,대포동,대포동
71,33.2510915391162,126.435438952264,33.2523900231934,126.443906980257,대포동,대포동
72,33.2510951783676,126.435137606044,33.2510915391162,126.435438952264,대포동,대포동
73,33.2510951783676,126.435137606044,33.2511464647543,126.433807257506,대포동,대포동
74,33.2511464647543,126.433807257506,33.2510951783676,126.435137606044,대포동,대포동
75,33.2511516704198,126.478039080718,33.2505756694444,126.47897307994,도순동,도순동
76,33.2514261454919,126.509066205085,33.2510453401405,126.51057382497,김정문화로41번길,서호동
77,33.2514261454919,126.509066205085,33.2516143682265,126.508321028024,김정문화로41번길,김정문화로
78,33.2516143682265,126.508321028024,33.2514261454919,126.509066205085,김정문화로,김정문화로41번길
79,33.2516143682265,126.508321028024,33.2518069940214,126.507558417468,김정문화로,김정문화로27번길
80,33.2516143682265,126.508321028024,33.2525101833859,126.508644486518,김정문화로,신중남로
81,33.2517163057307,126.425612357997,33.2518840173453,126.423200498485,푸른중문주공아파트,푸른중문주공아파트
82,33.2518069940214,126.507558417468,33.2516143682265,126.508321028024,김정문화로27번길,김정문화로
83,33.2518069940214,126.507558417468,33.252183260053,126.506068768421,김정문화로27번길,신서귀로97번길
84,33.2518121079499,126.412606529971,33.2510025792305,126.412163318093,중문관광로,중문관광로
85,33.2518840173453,126.423200498485,33.2517163057307,126.425612357997,푸른중문주공아파트,푸른중문주공아파트
86,33.2518840173453,126.423200498485,33.2552152701736,126.414235672425,푸른중문주공아파트,천제연로
87,33.2519471764356,126.510893698586,33.2510453401405,126.51057382497,서호동,서호동
88,33.2519471764356,126.510893698586,33.2527978840856,126.511195435893,서호동,서호동
89,33.2520185079135,126.567805216454,33.2486330494679,126.567766213854,서귀동,서귀동
90,33.2520185079135,126.567805216454,33.2525975557703,126.567765334976,서귀동,서귀동
91,33.2520519604627,126.553525949167,33.2532003198641,126.561048672553,서홍로,서귀동
92,33.252183260053,126.506068768421,33.2499486996761,126.505663685199,신서귀로97번길,강정동
93,33.252183260053,126.506068768421,33.2518069940214,126.507558417468,신서귀로97번길,김정문화로27번길
94,33.252183260053,126.506068768421,33.2530738228232,126.506392739802,신서귀로97번길,신서귀로97번길
95,33.2523900231934,126.443906980257,33.2510915391162,126.435438952264,대포동,대포동
96,33.2523900231934,126.443906980257,33.2556629912224,126.434977511323,대포동,푸른중문주공아파트
97,33.2525101833859,126.508644486518,33.2516143682265,126.508321028024,신중남로,김정문화로
98,33.2525101833859,126.508644486518,33.2533483302766,126.508947121872,신중남로,신중남로
99,33.2525975557703,126.567765334976,33.2520185079135,126.567805216454,서귀동,서귀동
100,33.2525975557703,126.567765334976,33.2546282833481,126.567677915087,서귀동,동홍동
101,33.2527117372472,126.561123952865,33.2476070087314,126.56194314691,서귀동,서귀동
102,33.2527117372472,126.561123952865,33.2486330494679,126.567766213854,서귀동,서귀동
103,33.2527978840856,126.511195435893,33.2519471764356,126.510893698586,서호동,서호동
104,33.2527978840856,126.511195435893,33.2536475390636,126.511496801699,서호동,서호동
105,33.2530738228232,126.506392739802,33.252183260053,126.506068768421,신서귀로97번길,신서귀로97번길
106,33.2530738228232,126.506392739802,33.2539001177339,126.506693332718,신서귀로97번길,신서귀로97번길
107,33.2532003198641,126.561048672553,33.2520519604627,126.553525949167,서귀동,서홍로
108,33.2532003198641,126.561048672553,33.2541286672537,126.565480646032,서귀동,일주동로
109,33.2532003198641,126.561048672553,33.2562036745941,126.560554668493,서귀동,동홍동
110,33.2533483302766,126.508947121872,33.2525101833859,126.508644486518,신중남로,신중남로
111,33.2533483302766,126.508947121872,33.2542138463575,126.509259638269,신중남로,신중남로
112,33.2536475390636,126.511496801699,33.2527978840856,126.511195435893,서호동,서호동
113,33.2536475390636,126.511496801699,33.2545307850258,126.511810080608,서호동,서호동
114,33.2539001177339,126.506693332718,33.2530738228232,126.506392739802,신서귀로97번길,신서귀로97번길
115,33.2539001177339,126.506693332718,33.2547822390188,126.507014232557,신서귀로97번길,신서귀로97번길
116,33.2541286672537,126.565480646032,33.2532003198641,126.561048672553,일주동로,서귀동
117,33.2541286672537,126.565480646032,33.2542334992327,126.565957886793,일주동로,일주동로
118,33.2542138463575,126.509259638269,33.2533483302766,126.508947121872,신중남로,신중남로
119,33.2542138463575,126.509259638269,33.25509361856,126.509577304036,신중남로,서호동
120,33.2542158776929,126.576890076482,33.2506707173365,126.572365894008,정방연로,태평로
121,33.2542334992327,126.565957886793,33.2541286672537,126.565480646032,일주동로,일주동로
122,33.2542334992327,126.565957886793,33.2546282833481,126.567677915087,일주동로,동홍동
123,33.2542683348405,126.212819073539,33.2575215502361,126.210169654115,영락리,영락리
124,33.2545307850258,126.511810080608,33.2536475390636,126.511496801699,서호동,서호동
125,33.2545307850258,126.511810080608,33.2548960401801,126.510361104064,서호동,서호동
126,33.2545307850258,126.511810080608,33.2555811299821,126.511878555533,서호동,서호동
127,33.2546120543735,126.342103167267,33.2579829268442,126.352935391186,창천리,감산리
128,33.2546282833481,126.567677915087,33.2525975557703,126.567765334976,동홍동,서귀동
129,33.2546282833481,126.567677915087,33.2542334992327,126.565957886793,동홍동,일주동로
130,33.2546282833481,126.567677915087,33.2565170678434,126.568197755969,동홍동,동홍동
131,33.2547822390188,126.507014232557,33.2539001177339,126.506693332718,신서귀로97번길,신서귀로97번길
132,33.2547822390188,126.507014232557,33.2556592849375,126.507333288145,신서귀로97번길,신서귀로97번길
133,33.2548960401801,126.510361104064,33.2545307850258,126.511810080608,서호동,서호동
134,33.2548960401801,126.510361104064,33.25509361856,126.509577304036,서호동,서호동
135,33.25509361856,126.509577304036,33.2542138463575,126.509259638269,서호동,신중남로
136,33.25509361856,126.509577304036,33.2548960401801,126.510361104064,서호동,서호동
137,33.25509361856,126.509577304036,33.2552863681975,126.508812659461,서호동,서호동
138,33.2551060760495,126.540831571908,33.2469959405606,126.524357871654,호근동,서호동
139,33.2552152701736,126.414235672425,33.2518840173453,126.423200498485,천제연로,푸른중문주공아파트
140,33.2552152701736,126.414235672425,33.255431462832,126.413686617807,천제연로,색달동
141,33.2552152701736,126.414235672425,33.2581193973191,126.415839509268,천제연로,색달동
142,33.2552863681975,126.508812659461,33.25509361856,126.509577304036,서호동,서호동
143,33.2552863681975,126.508812659461,33.2556592849375,126.507333288145,서호동,신서귀로97번길
144,33.255431462832,126.413686617807,33.2552152701736,126.414235672425,색달동,천제연로
145,33.255431462832,126.413686617807,33.2580928726103,126.406006382519,색달동,색달동
146,33.2555811299821,126.511878555533,33.2545307850258,126.511810080608,서호동,서호동
147,33.2556592849375,126.507333288145,33.2547822390188,126.507014232557,신서귀로97번길,신서귀로97번길
148,33.2556592849375,126.507333288145,33.2552863681975,126.508812659461,신서귀로97번길,서호동
