,start_latitude,start_longitude,end_latitude,end_longitude,pre_road_name
0,33.2434317486804,126.422025484805,33.2448817599221,126.419089287441,중문관광로
1,33.2448817599221,126.419089287441,33.2434317486804,126.422025484805,중문관광로
2,33.2448817599221,126.419089287441,33.2458601630744,126.417640987034,중문관광로
3,33.2458601630744,126.417640987034,33.2448817599221,126.419089287441,중문관광로
4,33.2458601630744,126.417640987034,33.2461504858452,126.417211228734,중문관광로
5,33.2461504858452,126.417211228734,33.2458601630744,126.417640987034,중문관광로
6,33.2469121812391,126.568186082063,33.2486330494679,126.567766213854,태평로
7,33.2486330494679,126.567766213854,33.2469121812391,126.568186082063,태평로
8,33.2552152701736,126.414235672425,33.255431462832,126.413686617807,천제연로
9,33.255431462832,126.413686617807,33.2552152701736,126.414235672425,천제연로
10,33.255431462832,126.413686617807,33.2580928726103,126.406006382519,천제연로
11,33.2580928726103,126.406006382519,33.255431462832,126.413686617807,천제연로
12,33.2601878772997,126.510370333538,33.2603821820653,126.513153410197,중산간동로
13,33.2603821820653,126.513153410197,33.2601878772997,126.510370333538,중산간동로
14,33.2835929760451,126.72059078578,33.2841889873216,126.723306080511,지방도1132호선
15,33.2841889873216,126.723306080511,33.2835929760451,126.72059078578,지방도1132호선
16,33.2841889873216,126.723306080511,33.2844393269907,126.72444657018,지방도1132호선
17,33.2844393269907,126.72444657018,33.2841889873216,126.723306080511,지방도1132호선
18,33.2844393269907,126.72444657018,33.2845515647929,126.724957896651,지방도1132호선
19,33.2845515647929,126.724957896651,33.2844393269907,126.72444657018,지방도1132호선
20,33.2873555929438,126.736525350221,33.2875816779813,126.737511915442,일주동로
21,33.2875816779813,126.737511915442,33.2873555929438,126.736525350221,일주동로
22,33.2879973405581,126.73932573127,33.2890033988558,126.744291235786,일주동로
23,33.2883683638233,126.655399767109,33.3220181344517,126.645196159801,위미항구로
24,33.2890033988558,126.744291235786,33.2879973405581,126.73932573127,일주동로
25,33.2990957109828,126.333776830927,33.3017771487254,126.334880977051,동광로
26,33.3017771487254,126.334880977051,33.2990957109828,126.333776830927,동광로
27,33.3058672207151,126.599081327413,33.3082357708673,126.598689775097,지방도1131호선
28,33.3082357708673,126.598689775097,33.3058672207151,126.599081327413,지방도1131호선
29,33.3169132415404,126.624634355945,33.3170653795339,126.623867244628,서성로
30,33.3170653795339,126.623867244628,33.3169132415404,126.624634355945,서성로
31,33.3170653795339,126.623867244628,33.3180748118772,126.618196796626,서성로
32,33.3180748118772,126.618196796626,33.3170653795339,126.623867244628,서성로
33,33.3180748118772,126.618196796626,33.318126212427,126.61789997756,서성로
34,33.318126212427,126.61789997756,33.3180748118772,126.618196796626,서성로
35,33.3220181344517,126.645196159801,33.2883683638233,126.655399767109,위미항구로
36,33.3220181344517,126.645196159801,33.3250958586337,126.665698173918,지방도1119호선
37,33.3250958586337,126.665698173918,33.3220181344517,126.645196159801,지방도1119호선
38,33.3250958586337,126.665698173918,33.3317422004502,126.676430650614,서성로
39,33.3306727104676,126.354986792423,33.3308220849345,126.354178885417,산록남로
40,33.3308220849345,126.354178885417,33.3306727104676,126.354986792423,산록남로
41,33.3317422004502,126.676430650614,33.3250958586337,126.665698173918,서성로
42,33.3317422004502,126.676430650614,33.3319812617056,126.677098121253,서성로
43,33.3319812617056,126.677098121253,33.3317422004502,126.676430650614,서성로
44,33.3372436401165,126.695809499868,33.3373978762042,126.69611703357,서성로
45,33.3373978762042,126.69611703357,33.3372436401165,126.695809499868,서성로
46,33.3373978762042,126.69611703357,33.3434280453514,126.703706428063,서성로
47,33.3434280453514,126.703706428063,33.3373978762042,126.69611703357,서성로
48,33.3568288903559,126.264074966853,33.3583578838584,126.271651731813,중산간서로
49,33.3583578838584,126.271651731813,33.3568288903559,126.264074966853,중산간서로
50,33.3702639693307,126.283715558013,33.3748569476226,126.279223948345,명월로
51,33.3748569476226,126.279223948345,33.3702639693307,126.283715558013,명월로
52,33.3836004291836,126.793649386534,33.3897548658939,126.79830079279,지방도1136호선
53,33.3897548658939,126.79830079279,33.3836004291836,126.793649386534,지방도1136호선
54,33.4011879129732,126.874795657301,33.4025455223039,126.864244167405,난산로
55,33.4025455223039,126.864244167405,33.4011879129732,126.874795657301,난산로
56,33.4025455223039,126.864244167405,33.4124213353622,126.832254199622,난산로
57,33.4053193515595,126.255541108991,33.4053627518928,126.260026941304,한림상로
58,33.4053193515595,126.255541108991,33.4112548765453,126.257313117693,한림로
59,33.4053627518928,126.260026941304,33.4053193515595,126.255541108991,한림상로
60,33.4053627518928,126.260026941304,33.4054317833372,126.260225831377,한림상로
61,33.4054317833372,126.260225831377,33.4053627518928,126.260026941304,한림상로
62,33.4054317833372,126.260225831377,33.4084313137117,126.263029936649,한림상로
63,33.4084313137117,126.263029936649,33.4054317833372,126.260225831377,한림상로
64,33.4084313137117,126.263029936649,33.4092873681044,126.264015357447,한림상로
65,33.4084313137117,126.263029936649,33.4094155336088,126.259139099184,한림로
66,33.4092873681044,126.264015357447,33.4084313137117,126.263029936649,한림상로
67,33.4094155336088,126.259139099184,33.4084313137117,126.263029936649,한림로
68,33.4094155336088,126.259139099184,33.4112548765453,126.257313117693,한림로
69,33.4112548765453,126.257313117693,33.4053193515595,126.255541108991,한림로
70,33.4112548765453,126.257313117693,33.4094155336088,126.259139099184,한림로
71,33.4112548765453,126.257313117693,33.4125732567196,126.258674169467,한림해안로
72,33.4120865328011,126.268407999409,33.4141750121486,126.269377560844,한림상로
73,33.4124213353622,126.832254199622,33.4025455223039,126.864244167405,난산로
74,33.4125732567196,126.258674169467,33.4112548765453,126.257313117693,한림해안로
